,index,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,Total_Charge,day_rate,eve_rate,night_rate,intl_rate,CLUSTER
2063,2063,MD,90,area_code_415,no,no,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,no,44.419999999999995,0.1700174825174825,0.08496476115896633,0.04500197550375346,0.2702970297029703,0
2064,2064,VA,67,area_code_415,no,no,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,no,54.31,0.16997840172786177,0.08501675442795596,0.04500860585197935,0.26956521739130435,0
2065,2065,NJ,113,area_code_415,no,no,0,186.0,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,no,61.74999999999999,0.17,0.08500421229991575,0.0449696151249156,0.269672131147541,1
2066,2066,TN,121,area_code_510,no,yes,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,no,64.56,0.17001173708920186,0.08499017681728879,0.044990892531876145,0.27019867549668874,2
2067,2067,DC,93,area_code_408,no,no,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,no,57.019999999999996,0.17003039513677812,0.08501515807708965,0.04503002001334223,0.26969696969696966,4
2068,2068,DC,121,area_code_408,no,no,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,no,50.6,0.16998813760379597,0.08499406880189798,0.045015739769150055,0.26991869918699185,1
2069,2069,OR,53,area_code_408,no,no,0,261.2,119,44.4,250.8,105,21.32,176.0,112,7.92,9.8,2,2.65,0,yes,76.29,0.16998468606431852,0.08500797448165869,0.045,0.2704081632653061,2
2070,2070,RI,75,area_code_415,no,no,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,no,58.4,0.1700262467191601,0.08497757847533632,0.04501231527093596,0.2702290076335878,1
2071,2071,AK,132,area_code_510,no,no,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,no,69.74,0.17001656543346216,0.08498727735368956,0.0449939197405756,0.26904761904761904,2
2072,2072,WI,162,area_code_408,no,no,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,no,48.529999999999994,0.17001693958215697,0.08500435919790758,0.04498697916666667,0.27076923076923076,3
2073,2073,IN,140,area_code_415,no,no,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,no,61.29,0.17003115264797508,0.08498960498960499,0.04501070663811563,0.26991150442477874,2
2074,2074,MI,91,area_code_408,no,no,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,no,58.58,0.17000742390497403,0.08499830680663732,0.04501278772378517,0.2696969696969697,3
2075,2075,ID,73,area_code_510,no,yes,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,no,56.85,0.16997981836528758,0.08497483824586628,0.04500251130085385,0.27045454545454545,3
2076,2076,NH,95,area_code_408,yes,no,0,228.9,134,38.91,255.7,71,21.73,208.0,120,9.36,10.1,2,2.73,4,yes,72.73,0.16998689384010482,0.08498240125146657,0.045,0.2702970297029703,4
2077,2077,MN,145,area_code_408,no,no,0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,no,68.66000000000001,0.1700041373603641,0.08497790868924888,0.04499279538904899,0.2702290076335878,2
2078,2078,AZ,100,area_code_415,no,no,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,no,42.46999999999999,0.17002288329519452,0.08501702610669694,0.04503901895206243,0.2697674418604651,3
2079,2079,MN,122,area_code_415,no,no,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,no,71.04,0.17001281503630927,0.08501498501498501,0.04498736310025274,0.2702290076335878,2
2080,2080,MO,109,area_code_415,no,no,0,200.1,72,34.02,300.9,120,25.58,236.0,68,10.62,11.9,5,3.21,0,no,73.42999999999999,0.17001499250374816,0.08501163177135261,0.045,0.26974789915966385,2
2081,2081,AL,82,area_code_408,no,no,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,no,49.87,0.16999999999999998,0.08495762711864406,0.044993045897079274,0.2702970297029703,0
2082,2082,PA,65,area_code_415,no,yes,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,no,66.91000000000001,0.1699821587867975,0.08502109704641352,0.04501795332136445,0.2704081632653061,2
2083,2083,AK,52,area_code_510,no,no,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7.0,8.3,6,2.24,3,no,49.89,0.16999325691166553,0.08502202643171806,0.04498714652956298,0.26987951807228916,4
2084,2084,MS,136,area_code_415,no,yes,24,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,no,56.72,0.1699885452462772,0.08499433748584372,0.04500932835820896,0.27045454545454545,3
2085,2085,IA,75,area_code_415,no,no,0,138.5,110,23.55,153.2,86,13.02,215.6,103,9.7,11.1,7,3.0,1,no,49.269999999999996,0.1700361010830325,0.0849869451697128,0.044990723562152134,0.2702702702702703,0
2086,2086,WY,146,area_code_408,no,no,0,109.0,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,no,54.79,0.17,0.08498871331828442,0.04498466929478755,0.2698412698412698,0
2087,2087,NE,105,area_code_408,no,no,0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3.0,4,no,58.31,0.16999383857054837,0.08498823529411764,0.044993013507219376,0.2702702702702703,4
2088,2088,ND,48,area_code_415,no,no,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,no,63.48000000000001,0.1700189753320683,0.08502109704641352,0.04498730964467005,0.2701219512195122,1
2089,2089,CT,45,area_code_415,no,no,0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3.0,1,no,64.38,0.17001404494382022,0.08500156887354879,0.04497991967871486,0.2702702702702703,2
2090,2090,NC,106,area_code_415,no,yes,37,223.5,104,38.0,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,no,67.14,0.17002237136465326,0.08498511271799235,0.044967880085653104,0.269811320754717,1
2091,2091,CT,33,area_code_510,no,no,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,no,59.50000000000001,0.17002739726027397,0.08500646273158122,0.044973190348525476,0.27066666666666667,3
2092,2092,ND,68,area_code_408,no,no,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,no,61.5,0.16999089253187613,0.08497519489723601,0.04501701507049101,0.27037037037037037,1
2093,2093,WA,106,area_code_408,no,no,0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,no,64.58,0.16998966942148758,0.0850125944584383,0.04501133786848072,0.2697674418604651,1
2094,2094,NV,141,area_code_415,no,no,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,no,56.92999999999999,0.170010395010395,0.08502230720203952,0.0449943117178612,0.27,1
2095,2095,CO,98,area_code_408,no,no,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,no,66.75,0.1699830651989839,0.08500527983104542,0.04498697916666667,0.2699248120300752,1
2096,2096,KS,94,area_code_510,no,yes,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,16.1,4,4.35,0,no,58.93000000000001,0.16998284734133792,0.08499558693733451,0.045,0.27018633540372666,1
2097,2097,CO,65,area_code_510,no,no,0,158.8,53,27.0,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,no,54.18999999999999,0.17002518891687657,0.0849867374005305,0.04500792393026941,0.2704081632653061,0
2098,2098,MO,85,area_code_415,no,no,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,no,55.74,0.17002379064234735,0.08500182016745542,0.04501084598698482,0.2704081632653061,0
2099,2099,MA,71,area_code_510,no,no,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,yes,85.52999999999999,0.1700068870523416,0.0849940921622686,0.04500569692366122,0.2702970297029703,2
2100,2100,NY,112,area_code_408,no,yes,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,no,33.97,0.16996699669966997,0.08499095840867993,0.04503012048192771,0.2699248120300752,0
2101,2101,AK,110,area_code_415,no,no,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,no,52.83,0.1700134770889488,0.084984520123839,0.045,0.26956521739130435,3
2102,2102,WI,111,area_code_415,no,no,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,no,71.81,0.17002028397565921,0.08502080443828017,0.04498886414253898,0.27007874015748035,1
2103,2103,NH,74,area_code_408,no,no,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,yes,80.07,0.170010063737001,0.08499751614505711,0.044993013507219376,0.2701030927835052,2
2104,2104,TN,105,area_code_510,no,no,0,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,no,46.02,0.16999161777032692,0.08498109130199892,0.04503184713375796,0.2697247706422018,0
2105,2105,NY,40,area_code_408,no,no,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,no,70.55000000000001,0.17002061855670103,0.0850150279089738,0.045,0.26979166666666665,1
2106,2106,GA,128,area_code_408,yes,yes,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,yes,64.92999999999999,0.170013507429086,0.08499377334993774,0.04501828153564899,0.2698529411764706,1
2107,2107,MN,123,area_code_408,no,no,0,236.2,135,40.15,273.9,88,23.28,227.0,77,10.22,10.1,6,2.73,2,yes,76.38000000000001,0.1699830651989839,0.08499452354874043,0.045022026431718064,0.2702970297029703,2
2108,2108,MI,122,area_code_510,no,no,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,no,52.739999999999995,0.1699722607489598,0.08501413760603205,0.04500886001181335,0.27052631578947367,0
2109,2109,ID,114,area_code_408,no,yes,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3,no,57.42,0.16998706338939198,0.08501655629139072,0.045,0.2698412698412698,4
2110,2110,CT,102,area_code_415,no,yes,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,no,49.599999999999994,0.1700145560407569,0.08500282965478212,0.045005313496280556,0.26960784313725494,0
2111,2111,NC,126,area_code_415,no,no,0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0,no,47.14,0.1700096432015429,0.08503937007874016,0.04500455511691467,0.2701388888888889,0
2112,2112,LA,150,area_code_415,no,no,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,yes,51.559999999999995,0.16998535871156661,0.08500477554918816,0.04500310366232154,0.269672131147541,4
2113,2113,NJ,60,area_code_408,no,no,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,yes,85.09,0.17001380262249827,0.08501564945226918,0.045016474464579896,0.2700854700854701,2
2114,2114,TX,123,area_code_408,no,no,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,no,70.28,0.16998850134151017,0.08498516320474778,0.04498037016264722,0.2699248120300752,4
2115,2115,CA,138,area_code_510,yes,no,0,196.2,129,33.35,176.5,86,15.0,232.4,108,10.46,15.2,1,4.1,0,yes,62.910000000000004,0.16997961264016312,0.08498583569405099,0.04500860585197935,0.26973684210526316,1
2116,2116,MD,29,area_code_510,no,no,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,no,54.51,0.16998977505112475,0.08496835443037974,0.04502018842530283,0.26971830985915496,1
2117,2117,WY,111,area_code_415,no,no,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,no,63.11000000000001,0.16998199819982002,0.0849846153846154,0.0449972958355868,0.26974789915966385,4
2118,2118,TX,37,area_code_510,yes,no,0,172.9,119,29.39,183.0,86,15.56,226.4,100,10.19,9.8,1,2.65,0,yes,57.79,0.16998264893001735,0.0850273224043716,0.04500883392226148,0.2704081632653061,3
2119,2119,CA,111,area_code_408,no,no,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,yes,76.63,0.1700160128102482,0.08498349834983498,0.04499568593615185,0.26982758620689656,2
2120,2120,UT,81,area_code_510,no,no,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,no,58.69,0.17003236245954692,0.08501387604070305,0.04499564838990426,0.27007299270072993,0
2121,2121,WA,46,area_code_510,no,no,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,no,48.87,0.17002212389380528,0.08501086169442433,0.04498293515358362,0.27007874015748035,0
2122,2122,MS,69,area_code_510,no,yes,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,no,83.32999999999998,0.17001488095238096,0.08499594484995945,0.04501655020228026,0.2701219512195122,2
2123,2123,OH,125,area_code_408,no,no,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,no,42.28999999999999,0.1700282752120641,0.0850253807106599,0.044987012987012985,0.27037037037037037,0
2124,2124,KS,43,area_code_415,no,no,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,no,33.74,0.16999999999999998,0.08502175264139217,0.04500894454382826,0.27009345794392525,0
2125,2125,RI,127,area_code_415,no,yes,27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,no,55.45,0.17002141327623127,0.08500447627573858,0.045017448623497484,0.2710526315789474,3
2126,2126,IN,94,area_code_510,no,no,0,245.0,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,no,71.43,0.16999999999999998,0.08497782705099778,0.044998098136173455,0.2701030927835052,2
2127,2127,VT,46,area_code_408,no,no,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,no,63.71,0.17000508388408744,0.08499271491015056,0.045013850415512466,0.2696428571428572,4
2128,2128,MT,73,area_code_408,no,yes,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,no,44.08,0.16996951219512196,0.08497652582159625,0.04501578709968426,0.26960784313725494,0
2129,2129,CT,146,area_code_408,no,yes,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2.0,2,no,61.02,0.16998663101604278,0.08498748957464553,0.04500851788756389,0.27027027027027023,3
2130,2130,NM,93,area_code_415,no,no,0,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,no,72.7,0.17001668056713928,0.08498808578236695,0.04501779359430605,0.2697247706422018,2
2131,2131,OH,52,area_code_408,no,yes,31,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,no,54.94,0.1700211118930331,0.08502590673575129,0.04498816101026046,0.27,0
2132,2132,GA,202,area_code_510,no,no,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6.0,3,1.62,3,no,44.79,0.17001733102253033,0.08500279798545048,0.04501884760366182,0.27,3
2133,2133,MN,129,area_code_510,no,yes,31,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,no,63.59,0.17,0.08500889679715302,0.044989878542510124,0.2699029126213592,2
2134,2134,CT,94,area_code_415,no,no,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,no,69.19,0.1700145560407569,0.08499554764024933,0.04499415660303857,0.26999999999999996,2
2135,2135,AL,100,area_code_415,no,no,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,no,55.85,0.16999376169681846,0.08499774062358788,0.04501329787234042,0.2696428571428572,1
2136,2136,WV,43,area_code_415,no,no,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,no,69.66999999999999,0.1699849924962481,0.0849861303744799,0.04501661129568107,0.26991150442477874,2
2137,2137,NH,130,area_code_415,no,no,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,no,63.51,0.1700140778977006,0.0850145489815713,0.04498164014687882,0.2696629213483146,1
2138,2138,WY,124,area_code_415,no,no,0,178.3,102,30.31,235.0,120,19.98,239.7,119,10.79,10.9,1,2.94,3,no,64.02,0.16999439147504206,0.08502127659574468,0.04501460158531498,0.2697247706422018,4
2139,2139,VA,92,area_code_510,yes,no,0,252.3,120,42.89,207.0,112,17.6,284.6,95,12.81,12.0,5,3.24,3,yes,76.53999999999999,0.16999603646452635,0.08502415458937199,0.04501054111033029,0.27,2
2140,2140,VT,48,area_code_415,no,no,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,13.2,5,3.56,4,no,59.79,0.17000505816894285,0.08500365764447695,0.045008183306055646,0.2696969696969697,4
2141,2141,OH,98,area_code_510,no,yes,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,no,50.349999999999994,0.17002700270027005,0.08499311610830655,0.04498186215235792,0.2696969696969697,3
2142,2142,MT,100,area_code_415,no,no,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,yes,44.25000000000001,0.17005181347150258,0.08501427212178878,0.04501366120218579,0.2704,0
2143,2143,MA,79,area_code_415,no,no,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,no,48.62,0.169980879541109,0.08502454991816694,0.04500264410364886,0.26991150442477874,4
2144,2144,VA,164,area_code_415,no,no,0,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1,no,46.309999999999995,0.1699918896999189,0.08499999999999999,0.04502712477396022,0.27007874015748035,0
2145,2145,NM,105,area_code_415,no,no,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,no,64.64,0.17000516262261228,0.08498908296943232,0.045011916922029285,0.27037037037037037,2
2146,2146,AR,89,area_code_408,yes,no,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,no,59.37,0.16998550024166265,0.08497316636851521,0.04502247912652537,0.2697247706422018,1
2147,2147,NE,126,area_code_415,no,no,0,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3,yes,75.67000000000002,0.1700160128102482,0.08499427262313862,0.04502398081534772,0.27007874015748035,4
2148,2148,WY,96,area_code_408,no,no,0,144.0,102,24.48,224.7,73,19.1,227.7,91,10.25,10.0,7,2.7,1,no,56.53,0.17,0.08500222518914109,0.045015371102327624,0.27,0
2149,2149,IA,120,area_code_415,no,yes,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,no,74.53999999999999,0.17001669449081805,0.08500611995104039,0.044989775051124746,0.26982758620689656,1
2150,2150,SC,212,area_code_415,no,no,0,226.0,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,yes,75.86000000000001,0.17,0.08499671700590938,0.04497792494481237,0.2698412698412698,2
2151,2151,NC,72,area_code_415,no,no,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,no,50.5,0.16998546511627907,0.08501742160278745,0.04501278772378517,0.26979166666666665,0
2152,2152,HI,155,area_code_415,yes,yes,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1,no,57.42,0.1700047236655645,0.08498563218390805,0.044989775051124746,0.2702702702702703,1
2153,2153,UT,89,area_code_415,no,no,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,no,39.660000000000004,0.17001114827201783,0.08498331479421578,0.04502402196293755,0.27052631578947367,0
2154,2154,WY,126,area_code_408,yes,no,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,no,70.76,0.16998987854251013,0.08498985801217038,0.04500525762355415,0.2704,2
2155,2155,AL,172,area_code_408,no,no,0,270.0,102,45.9,256.6,111,21.81,168.5,104,7.58,12.0,5,3.24,2,yes,78.52999999999999,0.16999999999999998,0.08499610288386593,0.044985163204747776,0.27,2
2156,2156,VA,75,area_code_415,no,no,0,224.7,116,38.2,192.0,79,16.32,212.2,98,9.55,11.3,11,3.05,3,no,67.12,0.17000445037828218,0.085,0.04500471253534402,0.26991150442477874,4
2157,2157,WI,143,area_code_510,no,no,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,no,56.62,0.16999485331960884,0.08503236245954693,0.045010893246187365,0.26960784313725494,3
2158,2158,FL,166,area_code_510,yes,no,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,yes,44.72,0.17002096436058697,0.08498487140695915,0.044982993197278914,0.2696969696969697,0
2159,2159,KS,132,area_code_415,no,no,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1,no,63.910000000000004,0.1700157811678064,0.08501646542261251,0.0449964260185847,0.26999999999999996,2
2160,2160,NV,94,area_code_408,yes,no,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,yes,54.02,0.17005586592178773,0.08499558693733451,0.04499710815500289,0.26962025316455696,0
2161,2161,NY,99,area_code_415,no,no,0,182.6,83,31.04,154.5,111,13.13,196.0,57,8.82,12.1,5,3.27,0,no,56.260000000000005,0.16998904709748083,0.08498381877022654,0.045,0.2702479338842975,1
2162,2162,VA,136,area_code_415,no,yes,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,no,71.81,0.1700243309002433,0.08499162479061977,0.045004668534080305,0.26956521739130435,2
2163,2163,KS,119,area_code_415,no,no,0,231.5,82,39.36,266.9,97,22.69,211.0,118,9.49,7.4,10,2.0,1,no,73.53999999999999,0.17002159827213822,0.08501311352566505,0.04497630331753555,0.27027027027027023,2
2164,2164,NC,115,area_code_510,yes,no,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,yes,72.17,0.1699960206923995,0.084990099009901,0.04497041420118344,0.26969696969696966,4
2165,2165,MO,160,area_code_415,no,no,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,no,61.32999999999999,0.1699766355140187,0.08501026694045175,0.04500561167227834,0.26999999999999996,1
2166,2166,ND,166,area_code_510,no,no,0,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,2,no,64.22,0.16998484082870136,0.0850199203187251,0.044974692697035426,0.2696428571428572,1
2167,2167,CA,120,area_code_510,no,no,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,no,52.81,0.17002967359050444,0.08500734933855954,0.04500838926174497,0.2701492537313433,3
2168,2168,WV,173,area_code_415,no,no,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,no,54.56,0.17001044932079415,0.08498516320474778,0.045013723696248856,0.2699029126213592,1
2169,2169,IL,156,area_code_415,no,no,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,no,60.040000000000006,0.17002865329512895,0.08500506585612969,0.044989517819706504,0.269811320754717,2
2170,2170,NY,70,area_code_415,no,no,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,no,63.76,0.17001127395715895,0.08501326259946951,0.04498229043683589,0.2697247706422018,2
2171,2171,NV,41,area_code_510,no,no,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,no,60.11,0.1700164744645799,0.08501182033096927,0.04498553519768563,0.2705882352941177,3
2172,2172,AL,132,area_code_408,no,no,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,no,64.27000000000001,0.1700089928057554,0.08500604594921403,0.04500959692898273,0.2696428571428572,1
